ID,DATE,ELEMENT,VALUE,MEASUREMENT_FLAG,QUALITY_FLAG,SOURCE_FLAG,OBSERVATION_TIME,COUNTRYCODE,YEAR,NAME,LATITUDE,LONGITUDE
NZ000936150,19830101,TMAX,172.0,"","",G,"",NZ,1983,HOKITIKA AERODROME,-42.717,170.983
NZ000936150,19830101,TMIN,120.0,"","",G,"",NZ,1983,HOKITIKA AERODROME,-42.717,170.983
NZ000093012,19830101,TMAX,216.0,"","",S,"",NZ,1983,KAITAIA,-35.1,173.267
NZ000093012,19830101,TMIN,107.0,"","",S,"",NZ,1983,KAITAIA,-35.1,173.267
NZ000939870,19830101,TMAX,139.0,"","",G,"",NZ,1983,CHATHAM ISLANDS AWS,-43.95,-176.567
NZ000939870,19830101,TMIN,80.0,"","",G,"",NZ,1983,CHATHAM ISLANDS AWS,-43.95,-176.567
NZ000093292,19830101,TMAX,177.0,"","",G,"",NZ,1983,GISBORNE AERODROME,-38.65,177.983
NZ000093292,19830101,TMIN,37.0,"","",G,"",NZ,1983,GISBORNE AERODROME,-38.65,177.983
NZ000093994,19830101,TMAX,234.0,"","",G,"",NZ,1983,RAOUL ISL/KERMADEC,-29.25,-177.917
NZ000093994,19830101,TMIN,169.0,"","",G,"",NZ,1983,RAOUL ISL/KERMADEC,-29.25,-177.917
NZ000937470,19830101,TMAX,247.0,"","",G,"",NZ,1983,TARA HILLS,-44.517,169.9
NZ000937470,19830101,TMIN,70.0,"","",G,"",NZ,1983,TARA HILLS,-44.517,169.9
NZ000939450,19830101,TMAX,121.0,"","",G,"",NZ,1983,CAMPBELL ISLAND AWS,-52.55,169.167
NZ000939450,19830101,TMIN,76.0,"","",G,"",NZ,1983,CAMPBELL ISLAND AWS,-52.55,169.167
NZM00093781,19830101,TMAX,195.0,"","",S,"",NZ,1983,CHRISTCHURCH INTL,-43.489,172.532
NZM00093781,19830101,TMIN,74.0,"","",S,"",NZ,1983,CHRISTCHURCH INTL,-43.489,172.532
NZ000093844,19830101,TMAX,172.0,"","",G,"",NZ,1983,INVERCARGILL AIRPOR,-46.417,168.333
NZ000093844,19830101,TMIN,57.0,"","",G,"",NZ,1983,INVERCARGILL AIRPOR,-46.417,168.333
NZ000093417,19830101,TMAX,173.0,"","",G,"",NZ,1983,PARAPARAUMU AWS,-40.9,174.983
NZ000093417,19830101,TMIN,65.0,"","",G,"",NZ,1983,PARAPARAUMU AWS,-40.9,174.983
NZ000933090,19830101,TMAX,200.0,"","",G,"",NZ,1983,NEW PLYMOUTH AWS,-39.017,174.183
NZ000933090,19830101,TMIN,91.0,"","",G,"",NZ,1983,NEW PLYMOUTH AWS,-39.017,174.183
NZ000936150,19830102,TMAX,186.0,"","",G,"",NZ,1983,HOKITIKA AERODROME,-42.717,170.983
NZ000936150,19830102,TMIN,109.0,"","",G,"",NZ,1983,HOKITIKA AERODROME,-42.717,170.983
NZ000093012,19830102,TMAX,214.0,"","",S,"",NZ,1983,KAITAIA,-35.1,173.267
NZ000093012,19830102,TMIN,113.0,"","",S,"",NZ,1983,KAITAIA,-35.1,173.267
NZ000939870,19830102,TMAX,146.0,"","",G,"",NZ,1983,CHATHAM ISLANDS AWS,-43.95,-176.567
NZ000939870,19830102,TMIN,60.0,"","",G,"",NZ,1983,CHATHAM ISLANDS AWS,-43.95,-176.567
NZ000093292,19830102,TMAX,201.0,"","",G,"",NZ,1983,GISBORNE AERODROME,-38.65,177.983
NZ000093292,19830102,TMIN,64.0,"","",G,"",NZ,1983,GISBORNE AERODROME,-38.65,177.983
NZ000093994,19830102,TMAX,235.0,"","",G,"",NZ,1983,RAOUL ISL/KERMADEC,-29.25,-177.917
NZ000093994,19830102,TMIN,174.0,"","",G,"",NZ,1983,RAOUL ISL/KERMADEC,-29.25,-177.917
NZ000937470,19830102,TMAX,263.0,"","",G,"",NZ,1983,TARA HILLS,-44.517,169.9
NZ000937470,19830102,TMIN,68.0,"","",G,"",NZ,1983,TARA HILLS,-44.517,169.9
NZ000939450,19830102,TMAX,121.0,"","",G,"",NZ,1983,CAMPBELL ISLAND AWS,-52.55,169.167
NZ000939450,19830102,TMIN,94.0,"","",G,"",NZ,1983,CAMPBELL ISLAND AWS,-52.55,169.167
NZM00093781,19830102,TMAX,193.0,"","",S,"",NZ,1983,CHRISTCHURCH INTL,-43.489,172.532
NZM00093781,19830102,TMIN,137.0,"","",S,"",NZ,1983,CHRISTCHURCH INTL,-43.489,172.532
NZ000093844,19830102,TMAX,232.0,"","",G,"",NZ,1983,INVERCARGILL AIRPOR,-46.417,168.333
NZ000093844,19830102,TMIN,91.0,"","",G,"",NZ,1983,INVERCARGILL AIRPOR,-46.417,168.333
NZ000093417,19830102,TMAX,192.0,"","",G,"",NZ,1983,PARAPARAUMU AWS,-40.9,174.983
NZ000093417,19830102,TMIN,140.0,"","",G,"",NZ,1983,PARAPARAUMU AWS,-40.9,174.983
NZ000933090,19830102,TMAX,187.0,"","",G,"",NZ,1983,NEW PLYMOUTH AWS,-39.017,174.183
NZ000933090,19830102,TMIN,88.0,"","",G,"",NZ,1983,NEW PLYMOUTH AWS,-39.017,174.183
NZ000936150,19830103,TMAX,191.0,"","",G,"",NZ,1983,HOKITIKA AERODROME,-42.717,170.983
NZ000936150,19830103,TMIN,131.0,"","",G,"",NZ,1983,HOKITIKA AERODROME,-42.717,170.983
NZ000093012,19830103,TMAX,225.0,"","",S,"",NZ,1983,KAITAIA,-35.1,173.267
NZ000093012,19830103,TMIN,123.0,"","",S,"",NZ,1983,KAITAIA,-35.1,173.267
NZ000939870,19830103,TMAX,149.0,"","",G,"",NZ,1983,CHATHAM ISLANDS AWS,-43.95,-176.567
NZ000939870,19830103,TMIN,61.0,"","",G,"",NZ,1983,CHATHAM ISLANDS AWS,-43.95,-176.567
NZ000093292,19830103,TMAX,247.0,"","",G,"",NZ,1983,GISBORNE AERODROME,-38.65,177.983
NZ000093292,19830103,TMIN,75.0,"","",G,"",NZ,1983,GISBORNE AERODROME,-38.65,177.983
NZ000093994,19830103,TMAX,225.0,"","",G,"",NZ,1983,RAOUL ISL/KERMADEC,-29.25,-177.917
NZ000093994,19830103,TMIN,162.0,"","",G,"",NZ,1983,RAOUL ISL/KERMADEC,-29.25,-177.917
NZ000937470,19830103,TMAX,202.0,"","",G,"",NZ,1983,TARA HILLS,-44.517,169.9
