ID,DATE,ELEMENT,VALUE,MEASUREMENT_FLAG,QUALITY_FLAG,SOURCE_FLAG,OBSERVATION_TIME,COUNTRYCODE,YEAR,NAME,LATITUDE,LONGITUDE
NZ000093994,19440101,TMAX,245.0,"","",G,"",NZ,1944,RAOUL ISL/KERMADEC,-29.25,-177.917
NZ000093994,19440101,TMIN,199.0,"","",G,"",NZ,1944,RAOUL ISL/KERMADEC,-29.25,-177.917
NZ000939450,19440101,TMAX,101.0,"","",G,"",NZ,1944,CAMPBELL ISLAND AWS,-52.55,169.167
NZ000939450,19440101,TMIN,37.0,"","",G,"",NZ,1944,CAMPBELL ISLAND AWS,-52.55,169.167
NZ000933090,19440101,TMAX,212.0,"","",G,"",NZ,1944,NEW PLYMOUTH AWS,-39.017,174.183
NZ000933090,19440101,TMIN,134.0,"","",G,"",NZ,1944,NEW PLYMOUTH AWS,-39.017,174.183
NZ000093994,19440102,TMAX,249.0,"","",G,"",NZ,1944,RAOUL ISL/KERMADEC,-29.25,-177.917
NZ000093994,19440102,TMIN,177.0,"","",G,"",NZ,1944,RAOUL ISL/KERMADEC,-29.25,-177.917
NZ000939450,19440102,TMAX,101.0,"","",G,"",NZ,1944,CAMPBELL ISLAND AWS,-52.55,169.167
NZ000939450,19440102,TMIN,44.0,"","",G,"",NZ,1944,CAMPBELL ISLAND AWS,-52.55,169.167
NZ000933090,19440102,TMAX,222.0,"","",G,"",NZ,1944,NEW PLYMOUTH AWS,-39.017,174.183
NZ000933090,19440102,TMIN,57.0,"","",G,"",NZ,1944,NEW PLYMOUTH AWS,-39.017,174.183
NZ000093994,19440103,TMAX,238.0,"","",G,"",NZ,1944,RAOUL ISL/KERMADEC,-29.25,-177.917
NZ000093994,19440103,TMIN,167.0,"","",G,"",NZ,1944,RAOUL ISL/KERMADEC,-29.25,-177.917
NZ000939450,19440103,TMAX,101.0,"","",G,"",NZ,1944,CAMPBELL ISLAND AWS,-52.55,169.167
NZ000939450,19440103,TMIN,70.0,"","",G,"",NZ,1944,CAMPBELL ISLAND AWS,-52.55,169.167
NZ000933090,19440103,TMAX,216.0,"","",G,"",NZ,1944,NEW PLYMOUTH AWS,-39.017,174.183
NZ000933090,19440103,TMIN,91.0,"","",G,"",NZ,1944,NEW PLYMOUTH AWS,-39.017,174.183
NZ000093994,19440104,TMAX,230.0,"","",G,"",NZ,1944,RAOUL ISL/KERMADEC,-29.25,-177.917
NZ000093994,19440104,TMIN,189.0,"","",G,"",NZ,1944,RAOUL ISL/KERMADEC,-29.25,-177.917
NZ000939450,19440104,TMAX,111.0,"","",G,"",NZ,1944,CAMPBELL ISLAND AWS,-52.55,169.167
NZ000939450,19440104,TMIN,44.0,"","",G,"",NZ,1944,CAMPBELL ISLAND AWS,-52.55,169.167
NZ000933090,19440104,TMAX,212.0,"","",G,"",NZ,1944,NEW PLYMOUTH AWS,-39.017,174.183
NZ000933090,19440104,TMIN,123.0,"","",G,"",NZ,1944,NEW PLYMOUTH AWS,-39.017,174.183
NZ000093994,19440105,TMAX,238.0,"","",G,"",NZ,1944,RAOUL ISL/KERMADEC,-29.25,-177.917
NZ000093994,19440105,TMIN,194.0,"","",G,"",NZ,1944,RAOUL ISL/KERMADEC,-29.25,-177.917
