ID,DATE,ELEMENT,VALUE,MEASUREMENT_FLAG,QUALITY_FLAG,SOURCE_FLAG,OBSERVATION_TIME,COUNTRYCODE,YEAR,NAME,LATITUDE,LONGITUDE
NZ000936150,20120101,TMAX,222.0,"","",S,"",NZ,2012,HOKITIKA AERODROME,-42.717,170.983
NZ000936150,20120101,TMIN,82.0,"","",S,"",NZ,2012,HOKITIKA AERODROME,-42.717,170.983
NZM00093110,20120101,TMAX,225.0,"","",S,"",NZ,2012,AUCKLAND AERO AWS,-37.0,174.8
NZM00093678,20120101,TMAX,166.0,"","",S,"",NZ,2012,KAIKOURA,-42.417,173.7
NZM00093678,20120101,TMIN,112.0,"","",S,"",NZ,2012,KAIKOURA,-42.417,173.7
NZ000093292,20120101,TMAX,267.0,"","",S,"",NZ,2012,GISBORNE AERODROME,-38.65,177.983
NZ000093292,20120101,TMIN,161.0,"","",S,"",NZ,2012,GISBORNE AERODROME,-38.65,177.983
NZM00093781,20120101,TMAX,222.0,"","",S,"",NZ,2012,CHRISTCHURCH INTL,-43.489,172.532
NZM00093781,20120101,TMIN,82.0,"","",S,"",NZ,2012,CHRISTCHURCH INTL,-43.489,172.532
NZM00093439,20120101,TMAX,165.0,"","",S,"",NZ,2012,WELLINGTON AERO AWS,-41.333,174.8
NZM00093439,20120101,TMIN,119.0,"","",S,"",NZ,2012,WELLINGTON AERO AWS,-41.333,174.8
NZ000093844,20120101,TMAX,170.0,"","",S,"",NZ,2012,INVERCARGILL AIRPOR,-46.417,168.333
NZ000093417,20120101,TMAX,179.0,"","",S,"",NZ,2012,PARAPARAUMU AWS,-40.9,174.983
NZ000093417,20120101,TMIN,135.0,"","",S,"",NZ,2012,PARAPARAUMU AWS,-40.9,174.983
NZ000933090,20120101,TMAX,223.0,"","",S,"",NZ,2012,NEW PLYMOUTH AWS,-39.017,174.183
NZ000933090,20120101,TMIN,149.0,"","",S,"",NZ,2012,NEW PLYMOUTH AWS,-39.017,174.183
NZ000936150,20120102,TMAX,175.0,"","",S,"",NZ,2012,HOKITIKA AERODROME,-42.717,170.983
NZM00093110,20120102,TMAX,197.0,"","",S,"",NZ,2012,AUCKLAND AERO AWS,-37.0,174.8
NZM00093678,20120102,TMAX,137.0,"","",S,"",NZ,2012,KAIKOURA,-42.417,173.7
NZ000093292,20120102,TMAX,205.0,"","",S,"",NZ,2012,GISBORNE AERODROME,-38.65,177.983
NZM00093781,20120102,TMAX,175.0,"","",S,"",NZ,2012,CHRISTCHURCH INTL,-43.489,172.532
NZM00093439,20120102,TMAX,180.0,"","",S,"",NZ,2012,WELLINGTON AERO AWS,-41.333,174.8
NZ000093844,20120102,TMAX,149.0,"","",S,"",NZ,2012,INVERCARGILL AIRPOR,-46.417,168.333
NZ000093417,20120102,TMAX,228.0,"","",S,"",NZ,2012,PARAPARAUMU AWS,-40.9,174.983
NZ000093417,20120102,TMIN,130.0,"","",S,"",NZ,2012,PARAPARAUMU AWS,-40.9,174.983
NZ000933090,20120102,TMAX,219.0,"","",S,"",NZ,2012,NEW PLYMOUTH AWS,-39.017,174.183
NZM00093110,20120103,TMAX,233.0,"","",S,"",NZ,2012,AUCKLAND AERO AWS,-37.0,174.8
