ID,DATE,ELEMENT,VALUE,MEASUREMENT_FLAG,QUALITY_FLAG,SOURCE_FLAG,OBSERVATION_TIME,COUNTRYCODE,YEAR,NAME,LATITUDE,LONGITUDE
NZ000093994,19410101,TMAX,228.0,"","",G,"",NZ,1941,RAOUL ISL/KERMADEC,-29.25,-177.917
NZ000093994,19410101,TMIN,176.0,"","",G,"",NZ,1941,RAOUL ISL/KERMADEC,-29.25,-177.917
NZ000093994,19410102,TMAX,224.0,"","",G,"",NZ,1941,RAOUL ISL/KERMADEC,-29.25,-177.917
NZ000093994,19410102,TMIN,183.0,"","",G,"",NZ,1941,RAOUL ISL/KERMADEC,-29.25,-177.917
NZ000093994,19410103,TMAX,229.0,"","",G,"",NZ,1941,RAOUL ISL/KERMADEC,-29.25,-177.917
NZ000093994,19410103,TMIN,184.0,"","",G,"",NZ,1941,RAOUL ISL/KERMADEC,-29.25,-177.917
NZ000093994,19410104,TMAX,231.0,"","",G,"",NZ,1941,RAOUL ISL/KERMADEC,-29.25,-177.917
NZ000093994,19410104,TMIN,188.0,"","",G,"",NZ,1941,RAOUL ISL/KERMADEC,-29.25,-177.917
NZ000093994,19410105,TMAX,228.0,"","",G,"",NZ,1941,RAOUL ISL/KERMADEC,-29.25,-177.917
NZ000093994,19410105,TMIN,189.0,"","",G,"",NZ,1941,RAOUL ISL/KERMADEC,-29.25,-177.917
NZ000093994,19410106,TMAX,228.0,"","",G,"",NZ,1941,RAOUL ISL/KERMADEC,-29.25,-177.917
NZ000093994,19410106,TMIN,189.0,"","",G,"",NZ,1941,RAOUL ISL/KERMADEC,-29.25,-177.917
NZ000093994,19410107,TMAX,217.0,"","",G,"",NZ,1941,RAOUL ISL/KERMADEC,-29.25,-177.917
NZ000093994,19410107,TMIN,182.0,"","",G,"",NZ,1941,RAOUL ISL/KERMADEC,-29.25,-177.917
NZ000093994,19410108,TMAX,228.0,"","",G,"",NZ,1941,RAOUL ISL/KERMADEC,-29.25,-177.917
NZ000093994,19410108,TMIN,178.0,"","",G,"",NZ,1941,RAOUL ISL/KERMADEC,-29.25,-177.917
NZ000093994,19410109,TMAX,233.0,"","",G,"",NZ,1941,RAOUL ISL/KERMADEC,-29.25,-177.917
